86.0,265.0,180.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
86.0,265.0,210.0|move:-0.5000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
86.0,265.0,240.0|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
86.0,265.0,270.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
84.0,264.0,210.0|move:0.0000,left:0.0000,right:-0.5000,open:0.0000,close:0.0000
84.0,264.0,240.0|move:0.0000,left:0.0000,right:-0.5000,open:0.0000,close:0.0000
84.0,264.0,270.0|move:0.0000,left:0.0000,right:-0.5000,open:-0.5000,close:0.0000
84.0,264.0,300.0|move:0.0000,left:0.0000,right:-0.5000,open:0.0000,close:-0.5000
84.0,264.0,330.0|move:0.0000,left:0.0000,right:-0.5000,open:-0.5000,close:0.0000
84.0,264.0,0.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
86.0,264.0,0.0|move:0.0000,left:-2.7500,right:0.0000,open:-0.5000,close:0.0000
86.0,264.0,330.0|move:-2.5000,left:0.0000,right:-0.5000,open:-2.5000,close:-2.5000
88.0,263.0,330.0|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
88.0,263.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
90.0,262.0,330.0|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
90.0,262.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
92.0,261.0,330.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
92.0,261.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
93.0,259.0,300.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
93.0,259.0,270.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
93.0,257.0,270.0|move:-2.5000,left:-2.5000,right:-2.5000,open:0.0000,close:-4.7500
93.0,257.0,300.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
93.0,257.0,240.0|move:0.0000,left:0.0000,right:-2.5000,open:-4.7500,close:-2.5000
93.0,255.0,270.0|move:-2.5000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
93.0,255.0,300.0|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:-2.5000
93.0,255.0,330.0|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
93.0,255.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
93.0,255.0,240.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
93.0,253.0,270.0|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:-2.5000
93.0,253.0,300.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
93.0,251.0,270.0|move:0.0000,left:-2.5000,right:-2.5000,open:-2.5000,close:-2.5000
93.0,251.0,240.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
93.0,251.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
94.0,249.0,300.0|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:-2.5000
94.0,249.0,270.0|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:-2.5000
94.0,249.0,330.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
95.0,248.0,330.0|move:0.0000,left:-2.5000,right:-2.5000,open:-2.5000,close:-2.5000
95.0,248.0,300.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
95.0,248.0,0.0|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
95.0,248.0,30.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
97.0,249.0,30.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
97.0,249.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
97.0,249.0,330.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
99.0,248.0,330.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:-2.5000
99.0,248.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:0.0000
100.0,246.0,300.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
100.0,246.0,330.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
102.0,245.0,330.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
103.0,244.0,330.0|move:-2.5000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
103.0,244.0,300.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
105.0,243.0,330.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
105.0,243.0,0.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
107.0,243.0,0.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
109.0,243.0,0.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
109.0,243.0,30.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
109.0,243.0,60.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-4.7500
109.0,243.0,90.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
109.0,245.0,90.0|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:-4.7500
109.0,245.0,60.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
109.0,245.0,120.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
108.0,247.0,120.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
108.0,247.0,90.0|move:0.0000,left:-4.7500,right:0.0000,open:0.0000,close:-2.5000
108.0,247.0,60.0|move:0.0000,left:-2.5000,right:-2.5000,open:-2.5000,close:-2.5000
108.0,247.0,30.0|move:-2.5000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
108.0,247.0,0.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
110.0,248.0,30.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
110.0,248.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
110.0,248.0,330.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
111.0,247.0,330.0|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
111.0,247.0,0.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
113.0,246.0,330.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
113.0,246.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:0.0000
114.0,244.0,300.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:-2.5000
114.0,244.0,270.0|move:-2.5000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
114.0,244.0,240.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
114.0,242.0,270.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
114.0,242.0,240.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
113.0,241.0,240.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
113.0,241.0,210.0|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:0.0000
111.0,240.0,210.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
111.0,240.0,180.0|move:0.0000,left:-4.7500,right:0.0000,open:0.0000,close:0.0000
111.0,240.0,150.0|move:0.0000,left:-2.5000,right:-2.5000,open:-2.5000,close:-2.5000
111.0,240.0,120.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
111.0,240.0,90.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
111.0,240.0,60.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
111.0,240.0,30.0|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
111.0,240.0,0.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
113.0,240.0,0.0|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:-2.5000
113.0,240.0,30.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
115.0,240.0,0.0|move:-1.5000,left:-2.5000,right:-2.5000,open:-4.7500,close:-2.5000
115.0,240.0,330.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-4.7500
115.0,240.0,30.0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
117.0,240.0,0.0|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
119.0,240.0,0.0|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:0.0000
119.0,240.0,330.0|move:-1.5000,left:-1.5000,right:0.0000,open:0.0000,close:-1.5000
119.0,240.0,300.0|move:0.0000,left:0.0000,right:-1.5000,open:-1.5000,close:0.0000
121.0,239.0,330.0|move:-1.5000,left:-1.5000,right:-1.5000,open:-1.5000,close:-1.5000
121.0,239.0,300.0|move:0.0000,left:-1.5000,right:-1.5000,open:0.0000,close:0.0000
121.0,239.0,270.0|move:0.0000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
121.0,239.0,0.0|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:-1.5000
123.0,238.0,330.0|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
125.0,237.0,330.0|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:-1.5000
125.0,237.0,300.0|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
126.0,235.0,300.0|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:0.0000
126.0,235.0,270.0|move:-1.5000,left:-1.5000,right:0.0000,open:-1.5000,close:0.0000
126.0,235.0,240.0|move:0.0000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
126.0,233.0,270.0|move:-2.5000,left:-1.5000,right:0.0000,open:-2.5000,close:0.0000
126.0,233.0,240.0|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
126.0,231.0,270.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
126.0,229.0,270.0|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
126.0,229.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
127.0,227.0,300.0|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
112,269,330|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
113,268,330|move:0.0000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
113,268,0|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
115,268,0|move:0.0000,left:0.0000,right:-1.5000,open:-1.5000,close:0.0000
115,268,30|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
117,269,30|move:0.0000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
117,269,60|move:-1.5000,left:0.0000,right:-1.5000,open:0.0000,close:-1.5000
117,269,90|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:0.0000
118,271,60|move:-1.5000,left:0.0000,right:0.0000,open:-1.5000,close:-1.5000
119,272,60|move:-1.5000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
119,272,90|move:0.0000,left:-1.5000,right:-1.5000,open:0.0000,close:-1.5000
119,272,120|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:0.0000
120,274,60|move:-1.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
121,276,60|move:-1.5000,left:0.0000,right:-1.5000,open:0.0000,close:0.0000
121,276,90|move:0.0000,left:-1.5000,right:0.0000,open:0.0000,close:0.0000
122,278,60|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
122,278,30|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
124,279,30|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:-2.5000
124,279,60|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
124,279,90|move:-2.5000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
124,279,120|move:0.0000,left:-2.5000,right:0.0000,open:-2.5000,close:-2.5000
124,281,90|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
124,281,60|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
125,282,60|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
126,284,60|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
126,284,90|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
126,284,120|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:-2.5000
125,286,120|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
125,286,90|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
125,288,90|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
125,290,90|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
125,290,60|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:-2.5000
125,290,30|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
125,290,120|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
124,292,120|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:-2.5000
123,293,120|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
123,293,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
121,294,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
119,295,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
118,296,150|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
118,296,120|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
117,298,120|move:-2.5000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
117,298,150|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
116,300,120|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
116,300,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
114,301,150|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
114,301,120|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
114,301,90|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:-2.5000
114,303,90|move:-2.5000,left:-3.5000,right:-4.7500,open:-2.5000,close:-4.9750
114,303,60|move:0.0000,left:0.0000,right:-2.5000,open:-3.5000,close:0.0000
114,303,120|move:-2.5000,left:-2.5000,right:-2.5000,open:-2.5000,close:-2.5000
114,303,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
112,304,150|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
112,304,180|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
110,304,180|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
110,304,150|move:-2.5000,left:-2.5000,right:0.0000,open:-2.5000,close:0.0000
110,304,120|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
110,304,90|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:-2.5000
109,305,150|move:-2.5000,left:-3.5000,right:-2.5000,open:0.0000,close:0.0000
109,305,120|move:-3.5000,left:0.0000,right:-2.5000,open:-3.5000,close:0.0000
109,305,180|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
107,306,150|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
105,307,150|move:-2.5000,left:0.0000,right:0.0000,open:-4.7500,close:0.0000
103,308,150|move:0.0000,left:-3.5000,right:-4.7500,open:-2.5000,close:0.0000
103,308,120|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
103,308,180|move:0.0000,left:-2.5000,right:-4.7500,open:0.0000,close:0.0000
